TIME_PERIOD,MEASURE,SEX,obsValue,INGESTED_ON
2020-07,M1,1,5315.79998434,2024-04-01
2020-08,M1,1,5330.20739058,2024-04-01
2020-09,M1,1,5297.27406472,2024-04-01
2020-10,M1,1,5381.63484471,2024-04-01
2020-11,M1,1,5410.7918341,2024-04-01
2020-12,M1,1,5410.7206163499995,2024-04-01
2021-01,M1,1,5441.51915796,2024-04-01
2021-02,M1,1,5450.86801571,2024-04-01
2021-03,M1,1,5444.67118505,2024-04-01
2021-04,M1,1,5468.22352416,2024-04-01
2021-05,M1,1,5491.68873155,2024-04-01
2021-06,M1,1,5539.91889637,2024-04-01
2021-07,M1,1,5554.63898251,2024-04-01
2021-08,M1,1,5510.07391065,2024-04-01
2021-09,M1,1,5518.67735002,2024-04-01
2021-10,M1,1,5498.7920239,2024-04-01
2021-11,M1,1,5568.46261282,2024-04-01
2021-12,M1,1,5605.02111203,2024-04-01
2022-01,M1,1,5611.45014137,2024-04-01
2022-02,M1,1,5665.91181247,2024-04-01
2022-03,M1,1,5665.48830039,2024-04-01
2022-04,M1,1,5728.1670709,2024-04-01
2022-05,M1,1,5753.65015295,2024-04-01
2022-06,M1,1,5781.40766658,2024-04-01
2022-07,M1,1,5761.26399855,2024-04-01
2022-08,M1,1,5796.01636315,2024-04-01
2022-09,M1,1,5813.4314131,2024-04-01
2022-10,M1,1,5843.51856662,2024-04-01
2022-11,M1,1,5853.11801484,2024-04-01
2022-12,M1,1,5872.50332588,2024-04-01
2023-01,M1,1,5849.97077154,2024-04-01
2023-02,M1,1,5892.25859823,2024-04-01
2023-03,M1,1,5935.53595883,2024-04-01
2023-04,M1,1,5885.22628819,2024-04-01
2023-05,M1,1,5929.73784643,2024-04-01
2023-06,M1,1,5952.69716745,2024-04-01
2023-07,M1,1,5950.64768191,2024-04-01
2023-08,M1,1,5968.28790097,2024-04-01
2023-09,M1,1,5919.27163471,2024-04-01
2023-10,M1,1,5917.63123493,2024-04-01
2023-11,M1,1,5955.5961734,2024-04-01
2023-12,M1,1,5924.67944457,2024-04-01
2024-01,M1,1,5912.35054746,2024-04-01
2024-02,M1,1,5946.23792725,2024-04-01
2019-01,M1,3,8734.03847342,2024-04-01
2019-02,M1,3,8726.96484537,2024-04-01
2019-03,M1,3,8768.81100215,2024-04-01
2019-04,M1,3,8758.28259116,2024-04-01
2019-05,M1,3,8739.91808646,2024-04-01
2019-06,M1,3,8763.40329641,2024-04-01
2019-07,M1,3,8807.77806422,2024-04-01
2019-08,M1,3,8800.68227855,2024-04-01
2019-09,M1,3,8834.62777803,2024-04-01
2019-10,M1,3,8812.19540702,2024-04-01
2019-11,M1,3,8807.30115484,2024-04-01
2019-12,M1,3,8807.05867147,2024-04-01
2020-01,M1,3,8861.47185723,2024-04-01
2020-02,M1,3,8829.22187931,2024-04-01
2020-03,M1,3,8825.23213317,2024-04-01
2020-04,M1,3,8594.6816294,2024-04-01
2020-05,M1,3,8478.31189916,2024-04-01
2020-06,M1,3,8452.07515048,2024-04-01
2020-07,M1,3,8513.26993786,2024-04-01
2020-08,M1,3,8541.8017486,2024-04-01
2020-09,M1,3,8510.13122074,2024-04-01
2020-10,M1,3,8590.76350975,2024-04-01
2020-11,M1,3,8666.74948623,2024-04-01
2020-12,M1,3,8700.01615735,2024-04-01
2021-01,M1,3,8767.43276089,2024-04-01
2021-02,M1,3,8820.11460004,2024-04-01
2021-03,M1,3,8793.58991151,2024-04-01
2021-04,M1,3,8814.37656216,2024-04-01
2021-05,M1,3,8899.07029747,2024-04-01
2021-06,M1,3,8937.97693674,2024-04-01
2021-07,M1,3,8951.43365051,2024-04-01
2021-08,M1,3,8901.4884788,2024-04-01
2021-09,M1,3,8935.29166819,2024-04-01
2021-10,M1,3,8898.02842264,2024-04-01
2021-11,M1,3,9026.76332246,2024-04-01
2021-12,M1,3,9085.92449279,2024-04-01
2022-01,M1,3,9118.16688558,2024-04-01
2022-02,M1,3,9219.74336128,2024-04-01
2022-03,M1,3,9234.61099068,2024-04-01
2022-04,M1,3,9330.83626086,2024-04-01
2022-05,M1,3,9382.83632611,2024-04-01
2022-06,M1,3,9432.85736523,2024-04-01
2022-07,M1,3,9392.8042974,2024-04-01
2022-08,M1,3,9489.24450648,2024-04-01
2022-09,M1,3,9521.66812405,2024-04-01
2022-10,M1,3,9566.53524185,2024-04-01
2022-11,M1,3,9592.31460979,2024-04-01
2022-12,M1,3,9629.68878906,2024-04-01
2023-01,M1,3,9619.62801805,2024-04-01
2023-02,M1,3,9677.89805602,2024-04-01
2023-03,M1,3,9764.89068105,2024-04-01
2023-04,M1,3,9734.43622126,2024-04-01
2023-05,M1,3,9801.05373917,2024-04-01
2023-06,M1,3,9824.16346114,2024-04-01
2023-07,M1,3,9804.95407038,2024-04-01
2023-08,M1,3,9810.78464916,2024-04-01
2023-09,M1,3,9772.09924515,2024-04-01
2023-10,M1,3,9788.87506643,2024-04-01
2023-11,M1,3,9837.6247565,2024-04-01
2023-12,M1,3,9726.83459669,2024-04-01
2024-01,M1,3,9746.71039499,2024-04-01
2024-02,M1,3,9824.92010448,2024-04-01
2019-01,M2,1,1246.44356323,2024-04-01
2019-02,M2,1,1257.28097983,2024-04-01
2019-03,M2,1,1245.23697907,2024-04-01
2019-04,M2,1,1267.10906021,2024-04-01
2019-05,M2,1,1283.36907141,2024-04-01
2019-06,M2,1,1277.0100298,2024-04-01
2019-07,M2,1,1282.51456408,2024-04-01
2019-08,M2,1,1297.89940933,2024-04-01
2019-09,M2,1,1275.0141671,2024-04-01
2019-10,M2,1,1261.61848168,2024-04-01
2019-11,M2,1,1282.7024894,2024-04-01
2019-12,M2,1,1328.93755747,2024-04-01
2020-01,M2,1,1279.46002198,2024-04-01
2020-02,M2,1,1289.72934374,2024-04-01
2020-03,M2,1,1294.49653649,2024-04-01
2020-04,M2,1,1154.66602135,2024-04-01
2020-05,M2,1,1100.59827378,2024-04-01
2020-06,M2,1,1209.88913531,2024-04-01
2020-07,M2,1,1247.35648847,2024-04-01
2020-08,M2,1,1280.2683582,2024-04-01
2020-09,M2,1,1290.65345981,2024-04-01
2020-10,M2,1,1304.45537389,2024-04-01
2020-11,M2,1,1316.22861518,2024-04-01
2020-12,M2,1,1323.72681746,2024-04-01
2021-01,M2,1,1330.44644593,2024-04-01
2021-02,M2,1,1324.71253373,2024-04-01
2021-03,M2,1,1341.84892073,2024-04-01
2021-04,M2,1,1331.16265835,2024-04-01
2021-05,M2,1,1338.98111602,2024-04-01
2021-06,M2,1,1324.73379882,2024-04-01
2021-07,M2,1,1330.15218761,2024-04-01
2021-08,M2,1,1302.5101444,2024-04-01
2021-09,M2,1,1249.64871183,2024-04-01
2021-10,M2,1,1255.46267752,2024-04-01
2021-11,M2,1,1325.26738429,2024-04-01
2021-12,M2,1,1343.24142687,2024-04-01
2022-01,M2,1,1317.62362018,2024-04-01
2022-02,M2,1,1309.45141732,2024-04-01
2022-03,M2,1,1320.180685,2024-04-01
2022-04,M2,1,1290.23839998,2024-04-01
2022-05,M2,1,1304.92641599,2024-04-01
2022-06,M2,1,1314.50135704,2024-04-01
2022-07,M2,1,1331.89102005,2024-04-01
2022-08,M2,1,1335.16666592,2024-04-01
2022-09,M2,1,1342.70365262,2024-04-01
2022-10,M2,1,1335.11213425,2024-04-01
2022-11,M2,1,1344.67204481,2024-04-01
2022-12,M2,1,1329.67407823,2024-04-01
2023-01,M2,1,1362.79562286,2024-04-01
2023-02,M2,1,1347.43678278,2024-04-01
2023-03,M2,1,1323.12608154,2024-04-01
2023-04,M2,1,1364.85966572,2024-04-01
2023-05,M2,1,1375.63971827,2024-04-01
2023-06,M2,1,1370.90729665,2024-04-01
2023-07,M2,1,1380.03833855,2024-04-01
2023-08,M2,1,1393.671134,2024-04-01
2023-09,M2,1,1421.7141709,2024-04-01
2023-10,M2,1,1442.74900616,2024-04-01
2023-11,M2,1,1443.10503873,2024-04-01
2023-12,M2,1,1447.12635034,2024-04-01
2024-01,M2,1,1457.54953497,2024-04-01
2024-02,M2,1,1487.13841267,2024-04-01
2019-01,M2,2,2751.60137497,2024-03-01
2019-02,M2,2,2747.11380643,2024-03-01
2019-03,M2,2,2735.52989703,2024-03-01
2019-04,M2,2,2760.50482512,2024-03-01
2019-05,M2,2,2773.22045541,2024-03-01
2019-06,M2,2,2772.35677793,2024-03-01
2019-07,M2,2,2750.44231436,2024-03-01
2019-08,M2,2,2795.08842681,2024-03-01
2019-09,M2,2,2800.93448602,2024-03-01
2019-10,M2,2,2787.31495115,2024-03-01
2019-11,M2,2,2798.16583643,2024-03-01
2019-12,M2,2,2786.8159166,2024-03-01
2020-01,M2,2,2810.13727408,2024-03-01
2020-02,M2,2,2814.10793281,2024-03-01
2020-03,M2,2,2810.00855641,2024-03-01
2020-04,M2,2,2600.2110774,2024-03-01
2020-05,M2,2,2482.88539371,2024-03-01
2020-06,M2,2,2630.85985759,2024-03-01
2020-07,M2,2,2665.39095708,2024-03-01
2020-08,M2,2,2744.62536174,2024-03-01
2020-09,M2,2,2735.72966868,2024-03-01
2020-10,M2,2,2784.78618355,2024-03-01
2020-11,M2,2,2781.89854242,2024-03-01
2020-12,M2,2,2788.2900175,2024-03-01
2021-01,M2,2,2761.08238996,2024-03-01
2021-02,M2,2,2763.90761625,2024-03-01
2021-03,M2,2,2838.69060617,2024-03-01
2021-04,M2,2,2810.17781399,2024-03-01
2021-05,M2,2,2809.7056651,2024-03-01
2021-06,M2,2,2810.78812275,2024-03-01
2021-07,M2,2,2810.99155122,2024-03-01
2021-08,M2,2,2752.71689586,2024-03-01
2021-09,M2,2,2646.26022291,2024-03-01
2021-10,M2,2,2630.475657,2024-03-01
2021-11,M2,2,2805.00625279,2024-03-01
2021-12,M2,2,2813.85227864,2024-03-01
2022-01,M2,2,2866.05405463,2024-03-01
2022-02,M2,2,2852.11889334,2024-03-01
2022-03,M2,2,2840.17765979,2024-03-01
2022-04,M2,2,2827.08600367,2024-03-01
2022-05,M2,2,2797.63818336,2024-03-01
2022-06,M2,2,2840.65479365,2024-03-01
2022-07,M2,2,2868.79998983,2024-03-01
2022-08,M2,2,2830.37861257,2024-03-01
2022-09,M2,2,2806.92814387,2024-03-01
2022-10,M2,2,2803.30701615,2024-03-01
2022-11,M2,2,2838.10481804,2024-03-01
2022-12,M2,2,2808.12370284,2024-03-01
2023-01,M2,2,2807.70923785,2024-03-01
2023-02,M2,2,2807.435828,2024-03-01
2023-03,M2,2,2823.34436603,2024-03-01
2023-04,M2,2,2808.27409072,2024-03-01
2023-05,M2,2,2816.10736378,2024-03-01
2023-06,M2,2,2814.52425889,2024-03-01
2023-07,M2,2,2825.50683241,2024-03-01
2023-08,M2,2,2867.78794545,2024-03-01
2023-09,M2,2,2888.95349536,2024-03-01
2023-10,M2,2,2900.70629289,2024-03-01
2023-11,M2,2,2916.60739525,2024-03-01
2023-12,M2,2,2962.36202074,2024-03-01
2024-01,M2,2,2941.71326705,2024-03-01
2019-01,M2,3,4001.41175878,2024-03-01
2019-02,M2,3,4009.71758318,2024-03-01
2019-03,M2,3,3990.35622106,2024-03-01
2019-04,M2,3,4034.88271276,2024-03-01
2019-05,M2,3,4065.13610841,2024-03-01
2019-06,M2,3,4057.88937195,2024-03-01
2019-07,M2,3,4042.86954504,2024-03-01
2019-08,M2,3,4096.12720387,2024-03-01
2019-09,M2,3,4082.64253927,2024-03-01
2019-10,M2,3,4058.7964039,2024-03-01
2019-11,M2,3,4090.53357163,2024-03-01
2019-12,M2,3,4121.5033707,2024-03-01
2020-01,M2,3,4097.13114774,2024-03-01
2020-02,M2,3,4115.54108468,2024-03-01
2020-03,M2,3,4117.44345653,2024-03-01
2020-04,M2,3,3764.86538792,2024-03-01
2020-05,M2,3,3590.11962786,2024-03-01
2020-06,M2,3,3849.58217762,2024-03-01
2020-07,M2,3,3921.62571575,2024-03-01
2020-08,M2,3,4034.33143367,2024-03-01
2020-09,M2,3,4035.05400108,2024-03-01
2020-10,M2,3,4099.69421967,2024-03-01
2020-11,M2,3,4107.00222665,2024-03-01
2020-12,M2,3,4120.50522543,2024-03-01
2021-01,M2,3,4098.91081838,2024-03-01
2021-02,M2,3,4099.47874552,2024-03-01
2021-03,M2,3,4190.79520475,2024-03-01
2021-04,M2,3,4151.17800123,2024-03-01
2021-05,M2,3,4160.49784776,2024-03-01
2021-06,M2,3,4146.84507873,2024-03-01
2021-07,M2,3,4151.03599839,2024-03-01
2021-08,M2,3,4064.37648413,2024-03-01
2021-09,M2,3,3901.63830249,2024-03-01
2021-10,M2,3,3894.16000271,2024-03-01
2021-11,M2,3,4136.2100844,2024-03-01
2021-12,M2,3,4161.65621654,2024-03-01
2022-01,M2,3,4190.86215342,2024-03-01
2022-02,M2,3,4165.44743206,2024-03-01
2022-03,M2,3,4164.58297381,2024-03-01
2022-04,M2,3,4117.7296896,2024-03-01
2022-05,M2,3,4108.4739162,2024-03-01
2022-06,M2,3,4156.41304882,2024-03-01
2022-07,M2,3,4206.60257583,2024-03-01
2022-08,M2,3,4170.73094387,2024-03-01
2022-09,M2,3,4155.20880184,2024-03-01
2022-10,M2,3,4142.59429367,2024-03-01
2022-11,M2,3,4182.35330826,2024-03-01
2022-12,M2,3,4137.08600357,2024-03-01
2023-01,M2,3,4174.44307818,2024-03-01
2023-02,M2,3,4162.62208107,2024-03-01
2023-03,M2,3,4145.72908195,2024-03-01
2023-04,M2,3,4173.3640641,2024-03-01
2023-05,M2,3,4189.97206324,2024-03-01
2023-06,M2,3,4187.5340615,2024-03-01
2023-07,M2,3,4208.84901192,2024-03-01
2023-08,M2,3,4268.42504369,2024-03-01
2023-09,M2,3,4316.484628,2024-03-01
2023-10,M2,3,4352.16445061,2024-03-01
2023-11,M2,3,4367.4212608,2024-03-01
2023-12,M2,3,4414.10882182,2024-03-01
2024-01,M2,3,4403.53045166,2024-03-01
2019-01,M1,2,3223.9440447,2024-03-01
2019-02,M1,2,3234.33169148,2024-03-01
2019-03,M1,2,3253.36746661,2024-03-01
2019-04,M1,2,3269.31863909,2024-03-01
2019-05,M1,2,3225.89463943,2024-03-01
2019-06,M1,2,3240.0054215,2024-03-01
2019-07,M1,2,3286.39454994,2024-03-01
2019-08,M1,2,3282.41699267,2024-03-01
2019-09,M1,2,3305.5652114,2024-03-01
2019-10,M1,2,3305.19891369,2024-03-01
2019-11,M1,2,3309.0650371,2024-03-01
2019-12,M1,2,3338.31900635,2024-03-01
2020-01,M1,2,3348.16133439,2024-03-01
2020-02,M1,2,3327.48384369,2024-03-01
2020-03,M1,2,3324.03487295,2024-03-01
2020-04,M1,2,3219.14740033,2024-03-01
2020-05,M1,2,3166.39171326,2024-03-01
2020-06,M1,2,3157.88322687,2024-03-01
2020-07,M1,2,3192.09453168,2024-03-01
2020-08,M1,2,3208.99338352,2024-03-01
2020-09,M1,2,3208.51238837,2024-03-01
2020-10,M1,2,3204.18863419,2024-03-01
2020-11,M1,2,3250.80674483,2024-03-01
2020-12,M1,2,3286.86165935,2024-03-01
2021-01,M1,2,3318.15746292,2024-03-01
2021-02,M1,2,3372.03886808,2024-03-01
2021-03,M1,2,3349.54574318,2024-03-01
2021-04,M1,2,3350.51383497,2024-03-01
2021-05,M1,2,3407.18809247,2024-03-01
2021-06,M1,2,3397.95085946,2024-03-01
2021-07,M1,2,3399.9657182,2024-03-01
2021-08,M1,2,3391.406116,2024-03-01
2021-09,M1,2,3422.91705916,2024-03-01
2021-10,M1,2,3399.787003,2024-03-01
2021-11,M1,2,3460.47327378,2024-03-01
2021-12,M1,2,3479.04163439,2024-03-01
2022-01,M1,2,3508.37705378,2024-03-01
2022-02,M1,2,3560.3503471,2024-03-01
2022-03,M1,2,3574.70891541,2024-03-01
2022-04,M1,2,3607.00200607,2024-03-01
2022-05,M1,2,3636.78358779,2024-03-01
2022-06,M1,2,3651.44026532,2024-03-01
2022-07,M1,2,3635.11013862,2024-03-01
2022-08,M1,2,3689.2923689,2024-03-01
2022-09,M1,2,3706.25061482,2024-03-01
2022-10,M1,2,3721.98953103,2024-03-01
2022-11,M1,2,3739.67215656,2024-03-01
2022-12,M1,2,3759.27551287,2024-03-01
2023-01,M1,2,3768.19355959,2024-03-01
2023-02,M1,2,3790.82790414,2024-03-01
2023-03,M1,2,3834.9871159,2024-03-01
2023-04,M1,2,3854.94484542,2024-03-01
2023-05,M1,2,3874.1067784,2024-03-01
2023-06,M1,2,3878.55799406,2024-03-01
2023-07,M1,2,3854.17853492,2024-03-01
2023-08,M1,2,3842.35080773,2024-03-01
2023-09,M1,2,3850.02720243,2024-03-01
2023-10,M1,2,3872.63974723,2024-03-01
2023-11,M1,2,3881.23818277,2024-03-01
2023-12,M1,2,3801.45175735,2024-03-01
2024-01,M1,2,3826.12321176,2024-03-01
2019-01,M1,1,5524.86063108,2024-03-01
2019-02,M1,1,5490.71813991,2024-03-01
2019-03,M1,1,5522.0801711,2024-03-01
2019-04,M1,1,5502.05794195,2024-03-01
2019-05,M1,1,5538.59384717,2024-03-01
2019-06,M1,1,5540.01880707,2024-03-01
2019-07,M1,1,5543.76477453,2024-03-01
2019-08,M1,1,5540.72498447,2024-03-01
2019-09,M1,1,5556.59336366,2024-03-01
2019-10,M1,1,5534.44470459,2024-03-01
2019-11,M1,1,5529.88552597,2024-03-01
2019-12,M1,1,5499.24458787,2024-03-01
2020-01,M1,1,5545.8057457,2024-03-01
2020-02,M1,1,5541.4790623,2024-03-01
2020-03,M1,1,5536.26625314,2024-03-01
2020-04,M1,1,5409.24684486,2024-03-01
2020-05,M1,1,5347.45314802,2024-03-01
2020-06,M1,1,5327.675373,2024-03-01
2020-07,M1,1,5344.44927656,2024-03-01
2020-08,M1,1,5364.67468096,2024-03-01
2020-09,M1,1,5333.75591743,2024-03-01
2020-10,M1,1,5419.67234952,2024-03-01
2020-11,M1,1,5447.36252594,2024-03-01
2020-12,M1,1,5444.38207938,2024-03-01
2021-01,M1,1,5484.28341924,2024-03-01
2021-02,M1,1,5488.04382509,2024-03-01
2021-03,M1,1,5483.55367484,2024-03-01
2021-04,M1,1,5507.96897094,2024-03-01
2021-05,M1,1,5527.70423435,2024-03-01
2021-06,M1,1,5575.21491811,2024-03-01
2021-07,M1,1,5593.02639939,2024-03-01
2021-08,M1,1,5548.13434622,2024-03-01
2021-09,M1,1,5556.42127025,2024-03-01
2021-10,M1,1,5530.83776048,2024-03-01
2021-11,M1,1,5605.46869854,2024-03-01
2021-12,M1,1,5650.70063295,2024-03-01
2022-01,M1,1,5657.58116597,2024-03-01
2022-02,M1,1,5708.33371921,2024-03-01
2022-03,M1,1,5717.80273269,2024-03-01
2022-04,M1,1,5775.94837399,2024-03-01
2022-05,M1,1,5808.68963431,2024-03-01
2022-06,M1,1,5834.22763682,2024-03-01
2022-07,M1,1,5817.82602309,2024-03-01
2022-08,M1,1,5842.12902545,2024-03-01
2022-09,M1,1,5861.85924518,2024-03-01
2022-10,M1,1,5888.30961554,2024-03-01
2022-11,M1,1,5899.34983295,2024-03-01
2022-12,M1,1,5923.28573314,2024-03-01
2023-01,M1,1,5902.00944704,2024-03-01
2023-02,M1,1,5947.72854691,2024-03-01
2023-03,M1,1,5989.65904706,2024-03-01
2023-04,M1,1,5937.60738515,2024-03-01
2023-05,M1,1,5981.59173315,2024-03-01
2023-06,M1,1,6010.7801619,2024-03-01
2023-07,M1,1,6011.43862138,2024-03-01
2023-08,M1,1,6030.67311012,2024-03-01
2023-09,M1,1,5979.72858321,2024-03-01
2023-10,M1,1,5966.32592404,2024-03-01
2023-11,M1,1,6014.91700721,2024-03-01
2023-12,M1,1,5985.27266999,2024-03-01
2024-01,M1,1,5971.66049769,2024-03-01
2019-01,M1,3,8748.80467578,2024-03-01
2019-02,M1,3,8725.0498314,2024-03-01
2019-03,M1,3,8775.44763771,2024-03-01
2019-04,M1,3,8771.37658104,2024-03-01
2019-05,M1,3,8764.4884866,2024-03-01
2019-06,M1,3,8780.02422857,2024-03-01
2019-07,M1,3,8830.15932447,2024-03-01
2019-08,M1,3,8823.14197714,2024-03-01
2019-09,M1,3,8862.15857506,2024-03-01
2019-10,M1,3,8839.64361828,2024-03-01
2019-11,M1,3,8838.95056308,2024-03-01
2019-12,M1,3,8837.56359422,2024-03-01
2020-01,M1,3,8893.96708009,2024-03-01
2020-02,M1,3,8868.96290599,2024-03-01
2020-03,M1,3,8860.30112609,2024-03-01
2020-04,M1,3,8628.39424519,2024-03-01
2020-05,M1,3,8513.84486128,2024-03-01
2020-06,M1,3,8485.55859987,2024-03-01
2020-07,M1,3,8536.54380824,2024-03-01
2020-08,M1,3,8573.66806448,2024-03-01
2020-09,M1,3,8542.2683058,2024-03-01
2020-10,M1,3,8623.86098371,2024-03-01
2020-11,M1,3,8698.16927077,2024-03-01
2020-12,M1,3,8731.24373873,2024-03-01
2021-01,M1,3,8802.44088217,2024-03-01
2021-02,M1,3,8860.08269318,2024-03-01
2021-03,M1,3,8833.09941802,2024-03-01
2021-04,M1,3,8858.48280591,2024-03-01
2021-05,M1,3,8934.89232683,2024-03-01
2021-06,M1,3,8973.16577758,2024-03-01
2021-07,M1,3,8992.99211759,2024-03-01
2021-08,M1,3,8939.54046222,2024-03-01
2021-09,M1,3,8979.33832941,2024-03-01
2021-10,M1,3,8930.62476348,2024-03-01
2021-11,M1,3,9065.94197232,2024-03-01
2021-12,M1,3,9129.74226734,2024-03-01
2022-01,M1,3,9165.95821975,2024-03-01
2022-02,M1,3,9268.68406631,2024-03-01
2022-03,M1,3,9292.5116481,2024-03-01
2022-04,M1,3,9382.95038007,2024-03-01
2022-05,M1,3,9445.4732221,2024-03-01
2022-06,M1,3,9485.66790213,2024-03-01
2022-07,M1,3,9452.93616171,2024-03-01
2022-08,M1,3,9531.42139435,2024-03-01
2022-09,M1,3,9568.10986,2024-03-01
2022-10,M1,3,9610.29914657,2024-03-01
2022-11,M1,3,9639.02198951,2024-03-01
2022-12,M1,3,9682.56124601,2024-03-01
2023-01,M1,3,9670.20300663,2024-03-01
2023-02,M1,3,9738.55645105,2024-03-01
2023-03,M1,3,9824.64616296,2024-03-01
2023-04,M1,3,9792.55223057,2024-03-01
2023-05,M1,3,9855.69851155,2024-03-01
2023-06,M1,3,9889.33815596,2024-03-01
2023-07,M1,3,9865.6171563,2024-03-01
2023-08,M1,3,9873.02391785,2024-03-01
2023-09,M1,3,9829.75578564,2024-03-01
2023-10,M1,3,9838.96567128,2024-03-01
2023-11,M1,3,9896.15518998,2024-03-01
2023-12,M1,3,9786.72442734,2024-03-01
2024-01,M1,3,9797.78370945,2024-03-01
2019-01,M2,1,1249.81038382,2024-03-01
2019-02,M2,1,1262.60377675,2024-03-01
2019-03,M2,1,1254.82632403,2024-03-01
2019-04,M2,1,1274.37788764,2024-03-01
2019-05,M2,1,1291.915653,2024-03-01
2019-06,M2,1,1285.53259402,2024-03-01
2019-07,M2,1,1292.42723068,2024-03-01
2019-08,M2,1,1301.03877705,2024-03-01
2019-10,M2,1,1271.48145274,2024-03-01
2019-11,M2,1,1292.3677352,2024-03-01
2019-12,M2,1,1334.6874541,2024-03-01
2020-01,M2,1,1286.99387366,2024-03-01
2020-02,M2,1,1301.43315187,2024-03-01
2020-03,M2,1,1307.43490012,2024-03-01
2020-04,M2,1,1164.65431052,2024-03-01
2020-05,M2,1,1107.23423414,2024-03-01
2020-06,M2,1,1218.72232002,2024-03-01
2020-07,M2,1,1256.23475867,2024-03-01
2020-08,M2,1,1289.70607193,2024-03-01
2020-09,M2,1,1299.3243324,2024-03-01
2020-10,M2,1,1314.90803611,2024-03-01
2020-11,M2,1,1325.10368423,2024-03-01
2020-12,M2,1,1332.21520793,2024-03-01
2021-01,M2,1,1337.82842842,2024-03-01
2021-02,M2,1,1335.57112927,2024-03-01
2021-03,M2,1,1352.10459858,2024-03-01
2021-04,M2,1,1341.00018724,2024-03-01
2021-05,M2,1,1350.79218266,2024-03-01
2021-06,M2,1,1336.05695599,2024-03-01
2021-07,M2,1,1340.04444717,2024-03-01
2021-08,M2,1,1311.65958827,2024-03-01
2021-09,M2,1,1255.37807958,2024-03-01
2021-10,M2,1,1263.68434571,2024-03-01
2021-11,M2,1,1331.20383161,2024-03-01
2021-12,M2,1,1347.8039379,2024-03-01
2022-01,M2,1,1324.80809879,2024-03-01
2022-02,M2,1,1313.32853872,2024-03-01
2022-03,M2,1,1324.40531402,2024-03-01
2022-04,M2,1,1290.64368593,2024-03-01
2022-05,M2,1,1310.83573284,2024-03-01
2022-06,M2,1,1315.75825516,2024-03-01
2022-07,M2,1,1337.802586,2024-03-01
2022-08,M2,1,1340.3523313,2024-03-01
2022-09,M2,1,1348.28065797,2024-03-01
2022-10,M2,1,1339.28727751,2024-03-01
2022-11,M2,1,1344.24849022,2024-03-01
2022-12,M2,1,1328.96230073,2024-03-01
2023-01,M2,1,1366.73384033,2024-03-01
2023-02,M2,1,1355.18625307,2024-03-01
2023-03,M2,1,1322.38471592,2024-03-01
2023-04,M2,1,1365.08997339,2024-03-01
2023-05,M2,1,1373.86469945,2024-03-01
2023-06,M2,1,1373.00980261,2024-03-01
2023-07,M2,1,1383.34217951,2024-03-01
2023-08,M2,1,1400.63709824,2024-03-01
2023-09,M2,1,1427.53113264,2024-03-01
2023-10,M2,1,1451.45815772,2024-03-01
2023-11,M2,1,1450.81386555,2024-03-01
2023-12,M2,1,1451.74680108,2024-03-01
2024-01,M2,1,1461.81718461,2024-03-01
2019-01,M2,2,2751.36739133,2024-02-01
2019-02,M2,2,2747.10198194,2024-02-01
2019-03,M2,2,2735.54677817,2024-02-01
2019-04,M2,2,2760.51035867,2024-02-01
2019-05,M2,2,2773.24462988,2024-02-01
2019-06,M2,2,2772.41729279,2024-02-01
2019-07,M2,2,2750.35664102,2024-02-01
2019-08,M2,2,2795.24424318,2024-02-01
2019-09,M2,2,2801.11610767,2024-02-01
2019-10,M2,2,2787.42058018,2024-02-01
2019-11,M2,2,2798.33052426,2024-02-01
2019-12,M2,2,2786.80581657,2024-02-01
2020-01,M2,2,2809.52545643,2024-02-01
2020-02,M2,2,2814.06390398,2024-02-01
2020-03,M2,2,2810.00348038,2024-02-01
2020-04,M2,2,2600.21782649,2024-02-01
2020-05,M2,2,2482.90746415,2024-02-01
2020-06,M2,2,2630.9385753,2024-02-01
2020-07,M2,2,2665.33950245,2024-02-01
2020-08,M2,2,2744.848659,2024-02-01
2020-09,M2,2,2736.00947101,2024-02-01
2020-10,M2,2,2785.05267984,2024-02-01
2020-11,M2,2,2782.39950749,2024-02-01
2020-12,M2,2,2787.74101021,2024-02-01
2021-01,M2,2,2760.05986956,2024-02-01
2021-02,M2,2,2763.90850116,2024-02-01
2021-03,M2,2,2838.72444117,2024-02-01
2021-04,M2,2,2810.2159539,2024-02-01
2021-05,M2,2,2809.73764921,2024-02-01
2021-06,M2,2,2810.87251348,2024-02-01
2021-07,M2,2,2810.94621426,2024-02-01
2021-08,M2,2,2752.95767384,2024-02-01
2021-09,M2,2,2646.59260287,2024-02-01
2021-10,M2,2,2630.85965441,2024-02-01
2021-11,M2,2,2805.85877964,2024-02-01
2021-12,M2,2,2812.74405893,2024-02-01
2022-01,M2,2,2864.85970666,2024-02-01
2022-02,M2,2,2852.17638116,2024-02-01
2022-03,M2,2,2840.25364316,2024-02-01
2022-04,M2,2,2827.1386482,2024-02-01
2022-05,M2,2,2797.6416908,2024-02-01
2022-06,M2,2,2840.68891624,2024-02-01
2022-07,M2,2,2868.75380259,2024-02-01
2022-08,M2,2,2830.58528668,2024-02-01
2022-09,M2,2,2807.31246678,2024-02-01
2022-10,M2,2,2803.866975,2024-02-01
2022-11,M2,2,2839.28281111,2024-02-01
2022-12,M2,2,2806.33539773,2024-02-01
2023-01,M2,2,2806.80048173,2024-02-01
