TIME_PERIOD,MEASURE,SEX,obsValue,INGESTED_ON
2020-11,M1,2,3252.81860024,2024-01-01
2020-12,M1,2,3285.64723341,2024-01-01
2021-01,M1,2,3313.12410471,2024-01-01
2021-02,M1,2,3369.92022071,2024-01-01
2021-03,M1,2,3348.10492205,2024-01-01
2021-04,M1,2,3349.61459749,2024-01-01
2021-05,M1,2,3406.70832262,2024-01-01
2021-06,M1,2,3397.13208972,2024-01-01
2021-07,M1,2,3401.37447424,2024-01-01
2021-08,M1,2,3392.96720025,2024-01-01
2021-09,M1,2,3426.65099929,2024-01-01
2021-10,M1,2,3404.96431486,2024-01-01
2021-11,M1,2,3463.48962675,2024-01-01
2021-12,M1,2,3476.87300902,2024-01-01
2022-01,M1,2,3501.79050678,2024-01-01
2022-02,M1,2,3557.70478176,2024-01-01
2022-03,M1,2,3572.91338176,2024-01-01
2022-04,M1,2,3605.91438904,2024-01-01
2022-05,M1,2,3636.26947334,2024-01-01
2022-06,M1,2,3650.53934318,2024-01-01
2022-07,M1,2,3636.80646484,2024-01-01
2022-08,M1,2,3691.24101847,2024-01-01
2022-09,M1,2,3710.89287646,2024-01-01
2022-10,M1,2,3728.64123007,2024-01-01
2022-11,M1,2,3743.65288162,2024-01-01
2022-12,M1,2,3756.34288933,2024-01-01
2023-01,M1,2,3759.79816865,2024-01-01
2023-02,M1,2,3787.57693587,2024-01-01
2023-03,M1,2,3832.79591529,2024-01-01
2023-04,M1,2,3853.61253624,2024-01-01
2023-05,M1,2,3873.52298151,2024-01-01
2023-06,M1,2,3877.74076336,2024-01-01
2023-07,M1,2,3856.10005163,2024-01-01
2023-08,M1,2,3844.5583667,2024-01-01
2023-09,M1,2,3855.43333503,2024-01-01
2023-10,M1,2,3880.58347372,2024-01-01
2023-11,M1,2,3886.0846174,2024-01-01
2019-01,M1,1,5523.36016897,2024-01-01
2019-02,M1,1,5489.24087731,2024-01-01
2019-03,M1,1,5522.80293635,2024-01-01
2019-04,M1,1,5501.27197881,2024-01-01
2019-05,M1,1,5538.22284409,2024-01-01
2019-06,M1,1,5539.71899669,2024-01-01
2019-07,M1,1,5544.89219972,2024-01-01
2019-08,M1,1,5541.77943252,2024-01-01
2019-09,M1,1,5558.27606959,2024-01-01
2019-10,M1,1,5535.28547548,2024-01-01
2019-11,M1,1,5531.28195573,2024-01-01
2019-12,M1,1,5498.14506162,2024-01-01
2020-01,M1,1,5543.18830819,2024-01-01
2020-02,M1,1,5539.57440192,2024-01-01
2020-03,M1,1,5536.92732195,2024-01-01
2020-04,M1,1,5408.3900013,2024-01-01
2020-05,M1,1,5347.02115757,2024-01-01
2020-06,M1,1,5327.51072397,2024-01-01
2020-07,M1,1,5345.73176399,2024-01-01
2020-08,M1,1,5366.03430119,2024-01-01
2020-09,M1,1,5335.70184071,2024-01-01
2020-10,M1,1,5420.75757841,2024-01-01
2020-11,M1,1,5449.62786931,2024-01-01
2020-12,M1,1,5443.00186841,2024-01-01
2021-01,M1,1,5480.24655835,2024-01-01
2021-02,M1,1,5485.511392,2024-01-01
2021-03,M1,1,5484.10375939,2024-01-01
2021-04,M1,1,5506.94957762,2024-01-01
2021-05,M1,1,5527.25070978,2024-01-01
2021-06,M1,1,5575.23234977,2024-01-01
2021-07,M1,1,5594.64318711,2024-01-01
2021-08,M1,1,5549.86483589,2024-01-01
2021-09,M1,1,5558.75313647,2024-01-01
2021-10,M1,1,5532.22054265,2024-01-01
2021-11,M1,1,5608.57954245,2024-01-01
2021-12,M1,1,5649.22499167,2024-01-01
2022-01,M1,1,5652.31085396,2024-01-01
2022-02,M1,1,5704.95744522,2024-01-01
2022-03,M1,1,5718.21568455,2024-01-01
2022-04,M1,1,5774.62702261,2024-01-01
2022-05,M1,1,5808.10189474,2024-01-01
2022-06,M1,1,5834.37417852,2024-01-01
2022-07,M1,1,5819.84283287,2024-01-01
2022-08,M1,1,5844.32129631,2024-01-01
2022-09,M1,1,5864.62671528,2024-01-01
2022-10,M1,1,5890.02273746,2024-01-01
2022-11,M1,1,5903.62004487,2024-01-01
2022-12,M1,1,5921.88028813,2024-01-01
2023-01,M1,1,5895.23822403,2024-01-01
2023-02,M1,1,5943.47312095,2024-01-01
2023-03,M1,1,5990.01407814,2024-01-01
2023-04,M1,1,5936.04231326,2024-01-01
2023-05,M1,1,5980.9330395,2024-01-01
2023-06,M1,1,6011.04957067,2024-01-01
2023-07,M1,1,6013.86262881,2024-01-01
2023-08,M1,1,6033.36405491,2024-01-01
2023-09,M1,1,5982.80256134,2024-01-01
2023-10,M1,1,5968.33470282,2024-01-01
2023-11,M1,1,6019.81365849,2024-01-01
2019-01,M1,3,8745.4022089,2024-01-01
2019-02,M1,3,8722.5266331,2024-01-01
2019-03,M1,3,8775.2996524,2024-01-01
2019-04,M1,3,8769.94688187,2024-01-01
2019-05,M1,3,8763.69057646,2024-01-01
2019-06,M1,3,8778.89933683,2024-01-01
2019-07,M1,3,8832.28211889,2024-01-01
2019-08,M1,3,8825.08646957,2024-01-01
2019-09,M1,3,8866.17976094,2024-01-01
2019-10,M1,3,8843.57551864,2024-01-01
2019-11,M1,3,8841.63439447,2024-01-01
2019-12,M1,3,8835.91439494,2024-01-01
2020-01,M1,3,8887.96260417,2024-01-01
2020-02,M1,3,8865.4967607,2024-01-01
2020-03,M1,3,8859.79315183,2024-01-01
2020-04,M1,3,8626.75616674,2024-01-01
2020-05,M1,3,8512.92917346,2024-01-01
2020-06,M1,3,8484.58536673,2024-01-01
2020-07,M1,3,8538.93187727,2024-01-01
2020-08,M1,3,8576.21337164,2024-01-01
2020-09,M1,3,8547.19199539,2024-01-01
2020-10,M1,3,8628.97627507,2024-01-01
2020-11,M1,3,8702.44646955,2024-01-01
2020-12,M1,3,8728.64910181,2024-01-01
2021-01,M1,3,8793.37066306,2024-01-01
2021-02,M1,3,8855.4316127,2024-01-01
2021-03,M1,3,8832.20868144,2024-01-01
2021-04,M1,3,8856.56417511,2024-01-01
2021-05,M1,3,8933.9590324,2024-01-01
2021-06,M1,3,8972.36443948,2024-01-01
2021-07,M1,3,8996.01766134,2024-01-01
2021-08,M1,3,8942.83203614,2024-01-01
2021-09,M1,3,8985.40413576,2024-01-01
2021-10,M1,3,8937.18485751,2024-01-01
2021-11,M1,3,9072.06916919,2024-01-01
2021-12,M1,3,9126.0980007,2024-01-01
2022-01,M1,3,9154.10136075,2024-01-01
2022-02,M1,3,9262.66222698,2024-01-01
2022-03,M1,3,9291.12906631,2024-01-01
2022-04,M1,3,9380.54141165,2024-01-01
2022-05,M1,3,9444.37136807,2024-01-01
2022-06,M1,3,9484.9135217,2024-01-01
2022-07,M1,3,9456.64929771,2024-01-01
2022-08,M1,3,9535.56231478,2024-01-01
2022-09,M1,3,9575.51959174,2024-01-01
2022-10,M1,3,9618.66396753,2024-01-01
2022-11,M1,3,9647.27292649,2024-01-01
2022-12,M1,3,9678.22317746,2024-01-01
2023-01,M1,3,9655.03639268,2024-01-01
2023-02,M1,3,9731.05005681,2024-01-01
2023-03,M1,3,9822.80999343,2024-01-01
2023-04,M1,3,9789.6548495,2024-01-01
2023-05,M1,3,9854.45602101,2024-01-01
2023-06,M1,3,9888.79033403,2024-01-01
2023-07,M1,3,9869.96268044,2024-01-01
2023-08,M1,3,9877.92242161,2024-01-01
2023-09,M1,3,9838.23589637,2024-01-01
2023-10,M1,3,9848.91817654,2024-01-01
2023-11,M1,3,9905.89827589,2024-01-01
2019-01,M2,1,1249.97938083,2024-01-01
2019-02,M2,1,1262.59487337,2024-01-01
2019-03,M2,1,1254.84769868,2024-01-01
2019-04,M2,1,1274.43432922,2024-01-01
2019-05,M2,1,1292.02947546,2024-01-01
2019-06,M2,1,1285.66712761,2024-01-01
2019-07,M2,1,1292.52043696,2024-01-01
2019-08,M2,1,1301.44499453,2024-01-01
2019-09,M2,1,1281.70354529,2024-01-01
2019-10,M2,1,1270.61612309,2024-01-01
2019-11,M2,1,1292.20761097,2024-01-01
2019-12,M2,1,1334.56918948,2024-01-01
2020-01,M2,1,1287.45159358,2024-01-01
2020-02,M2,1,1301.40240608,2024-01-01
2020-03,M2,1,1307.43847004,2024-01-01
2020-04,M2,1,1164.70184633,2024-01-01
2020-05,M2,1,1107.33602788,2024-01-01
2020-06,M2,1,1218.8581252,2024-01-01
2020-07,M2,1,1256.34890146,2024-01-01
2020-08,M2,1,1290.15987215,2024-01-01
2020-09,M2,1,1299.34449517,2024-01-01
2020-10,M2,1,1313.62787691,2024-01-01
2020-11,M2,1,1324.8163634,2024-01-01
2020-12,M2,1,1332.27119216,2024-01-01
2021-01,M2,1,1338.61358425,2024-01-01
2021-02,M2,1,1335.54234102,2024-01-01
2021-03,M2,1,1352.10308424,2024-01-01
2021-04,M2,1,1341.04077943,2024-01-01
2021-05,M2,1,1350.90835952,2024-01-01
2021-06,M2,1,1336.20166998,2024-01-01
2021-07,M2,1,1340.17719147,2024-01-01
2021-08,M2,1,1312.15887753,2024-01-01
2021-09,M2,1,1255.36700762,2024-01-01
2021-10,M2,1,1262.21199006,2024-01-01
2021-11,M2,1,1330.66866172,2024-01-01
2021-12,M2,1,1348.06461369,2024-01-01
2022-01,M2,1,1325.92352223,2024-01-01
2022-02,M2,1,1313.28836976,2024-01-01
2022-03,M2,1,1324.39144007,2024-01-01
2022-04,M2,1,1290.66921218,2024-01-01
2022-05,M2,1,1310.94011404,2024-01-01
2022-06,M2,1,1315.8919327200001,2024-01-01
2022-07,M2,1,1337.95086845,2024-01-01
2022-08,M2,1,1340.93023029,2024-01-01
2022-09,M2,1,1348.27074754,2024-01-01
2022-10,M2,1,1337.46953968,2024-01-01
2022-11,M2,1,1343.59607785,2024-01-01
2022-12,M2,1,1329.23778441,2024-01-01
2023-01,M2,1,1368.15356994,2024-01-01
2023-02,M2,1,1355.1438657,2024-01-01
2023-03,M2,1,1322.37139373,2024-01-01
2023-04,M2,1,1365.11684162,2024-01-01
2023-05,M2,1,1373.9826198600001,2024-01-01
2023-06,M2,1,1373.1479224,2024-01-01
2023-07,M2,1,1383.49538022,2024-01-01
2023-08,M2,1,1401.29631239,2024-01-01
2023-09,M2,1,1427.49680474,2024-01-01
2023-10,M2,1,1449.24480899,2024-01-01
2023-11,M2,1,1449.95427542,2024-01-01
2019-01,M2,2,2752.35757123,2023-12-01
2019-02,M2,2,2748.02071525,2023-12-01
2019-03,M2,2,2737.00298961,2023-12-01
2019-04,M2,2,2761.83693707,2023-12-01
2019-05,M2,2,2774.60912639,2023-12-01
2019-06,M2,2,2773.74807129,2023-12-01
2019-07,M2,2,2752.56953536,2023-12-01
2019-08,M2,2,2796.11252976,2023-12-01
2019-09,M2,2,2801.00880758,2023-12-01
2019-10,M2,2,2788.39433101,2023-12-01
2019-11,M2,2,2797.92306652,2023-12-01
2019-12,M2,2,2788.67963088,2023-12-01
2020-01,M2,2,2811.63847909,2023-12-01
2020-02,M2,2,2816.0561684,2023-12-01
2020-03,M2,2,2812.27253351,2023-12-01
2020-04,M2,2,2602.20534387,2023-12-01
2020-05,M2,2,2484.54394956,2023-12-01
2020-06,M2,2,2632.22841714,2023-12-01
2020-07,M2,2,2667.11157563,2023-12-01
2020-08,M2,2,2745.40842828,2023-12-01
2020-09,M2,2,2735.39427261,2023-12-01
2020-10,M2,2,2784.96704321,2023-12-01
2020-11,M2,2,2779.97388811,2023-12-01
2020-12,M2,2,2791.28032947,2023-12-01
2021-01,M2,2,2762.93943609,2023-12-01
2021-02,M2,2,2765.96762542,2023-12-01
2021-03,M2,2,2840.76632778,2023-12-01
2021-04,M2,2,2811.88145011,2023-12-01
2021-05,M2,2,2811.00644121,2023-12-01
2021-06,M2,2,2811.17933355,2023-12-01
2021-07,M2,2,2811.8371324,2023-12-01
2021-08,M2,2,2752.84619551,2023-12-01
2021-09,M2,2,2645.2773595,2023-12-01
2021-10,M2,2,2629.75200808,2023-12-01
2021-11,M2,2,2801.89227447,2023-12-01
2021-12,M2,2,2819.13136933,2023-12-01
2022-01,M2,2,2869.61696854,2023-12-01
2022-02,M2,2,2855.79019658,2023-12-01
2022-03,M2,2,2843.27417443,2023-12-01
2022-04,M2,2,2830.23255751,2023-12-01
2022-05,M2,2,2800.57288117,2023-12-01
2022-06,M2,2,2843.18681166,2023-12-01
2022-07,M2,2,2870.34036481,2023-12-01
2022-08,M2,2,2831.26223487,2023-12-01
2022-09,M2,2,2807.07356932,2023-12-01
2022-10,M2,2,2803.05426591,2023-12-01
2022-11,M2,2,2835.81168124,2023-12-01
2022-12,M2,2,2815.44411253,2023-12-01
2023-01,M2,2,2813.02045248,2023-12-01
2023-02,M2,2,2812.5930528,2023-12-01
2023-03,M2,2,2828.23138177,2023-12-01
2023-04,M2,2,2811.10875315,2023-12-01
2023-05,M2,2,2818.9098954,2023-12-01
2023-06,M2,2,2816.79636865,2023-12-01
2023-07,M2,2,2827.09709712,2023-12-01
2023-08,M2,2,2868.58844161,2023-12-01
2023-09,M2,2,2887.49668984,2023-12-01
2023-10,M2,2,2898.80574335,2023-12-01
2019-01,M2,3,4002.7236561,2023-12-01
2019-02,M2,3,4010.92800907,2023-12-01
2019-03,M2,3,3992.17756119,2023-12-01
2019-04,M2,3,4036.36077701,2023-12-01
2019-05,M2,3,4066.53809385,2023-12-01
2019-06,M2,3,4059.24902583,2023-12-01
2019-07,M2,3,4045.03495812,2023-12-01
2019-08,M2,3,4097.6431494,2023-12-01
2019-09,M2,3,4082.7920734,2023-12-01
2019-10,M2,3,4060.99622784,2023-12-01
2019-11,M2,3,4091.55100243,2023-12-01
2019-12,M2,3,4123.52498046,2023-12-01
2020-01,M2,3,4099.66046495,2023-12-01
2020-02,M2,3,4118.00975606,2023-12-01
2020-03,M2,3,4120.16711654,2023-12-01
2020-04,M2,3,3767.21022485,2023-12-01
2020-05,M2,3,3591.83158398,2023-12-01
2020-06,M2,3,3851.07579267,2023-12-01
2020-07,M2,3,3923.09729525,2023-12-01
2020-08,M2,3,4035.46974607,2023-12-01
2020-09,M2,3,4034.56705709,2023-12-01
2020-10,M2,3,4101.10867745,2023-12-01
2020-11,M2,3,4106.49044693,2023-12-01
2020-12,M2,3,4123.34727081,2023-12-01
2021-01,M2,3,4101.70715362,2023-12-01
2021-02,M2,3,4101.74562734,2023-12-01
2021-03,M2,3,4192.99480656,2023-12-01
2021-04,M2,3,4152.86745785,2023-12-01
2021-05,M2,3,4161.49414665,2023-12-01
2021-06,M2,3,4146.84398239,2023-12-01
2021-07,M2,3,4151.14480051,2023-12-01
2021-08,M2,3,4064.17517288,2023-12-01
2021-09,M2,3,3899.89217976,2023-12-01
2021-10,M2,3,3894.00629896,2023-12-01
2021-11,M2,3,4133.44988402,2023-12-01
2021-12,M2,3,4165.95433856,2023-12-01
2022-01,M2,3,4194.56910559,2023-12-01
2022-02,M2,3,4168.10206369,2023-12-01
2022-03,M2,3,4165.97090513,2023-12-01
2022-04,M2,3,4119.59361032,2023-12-01
2022-05,M2,3,4109.75921925,2023-12-01
2022-06,M2,3,4156.72908873,2023-12-01
2022-07,M2,3,4205.95095994,2023-12-01
2022-08,M2,3,4169.54207696,2023-12-01
2022-09,M2,3,4152.27086127,2023-12-01
2022-10,M2,3,4141.8824823,2023-12-01
2022-11,M2,3,4179.50066141,2023-12-01
2022-12,M2,3,4141.27881643,2023-12-01
2023-01,M2,3,4178.52745578,2023-12-01
2023-02,M2,3,4164.12920943,2023-12-01
2023-03,M2,3,4146.44909767,2023-12-01
2023-04,M2,3,4171.64868737,2023-12-01
2023-05,M2,3,4187.71527266,2023-12-01
2023-06,M2,3,4183.97278617,2023-12-01
2023-07,M2,3,4204.26748676,2023-12-01
2023-08,M2,3,4263.25812959,2023-12-01
2023-09,M2,3,4307.58687094,2023-12-01
2023-10,M2,3,4345.53337899,2023-12-01
2019-01,M1,2,3222.9357673600002,2023-12-01
2019-02,M1,2,3234.16412957,2023-12-01
2019-03,M1,2,3253.36316994,2023-12-01
2019-04,M1,2,3269.56277653,2023-12-01
2019-05,M1,2,3226.6083073,2023-12-01
2019-06,M1,2,3240.51790497,2023-12-01
2019-07,M1,2,3289.42148073,2023-12-01
2019-08,M1,2,3284.74133,2023-12-01
2019-09,M1,2,3309.65493284,2023-12-01
2019-10,M1,2,3310.13164578,2023-12-01
2019-11,M1,2,3311.34424167,2023-12-01
2019-12,M1,2,3339.0599894,2023-12-01
2020-01,M1,2,3346.11392505,2023-12-01
2020-02,M1,2,3327.1185168,2023-12-01
2020-03,M1,2,3323.96956702,2023-12-01
2020-04,M1,2,3219.56682129,2023-12-01
2020-05,M1,2,3167.15888214,2023-12-01
2020-06,M1,2,3158.84971464,2023-12-01
2020-07,M1,2,3195.6496832,2023-12-01
2020-08,M1,2,3211.96349241,2023-12-01
2020-09,M1,2,3213.35134791,2023-12-01
2020-10,M1,2,3210.10240355,2023-12-01
2020-11,M1,2,3253.00552509,2023-12-01
2020-12,M1,2,3286.80193667,2023-12-01
2021-01,M1,2,3314.37784185,2023-12-01
2021-02,M1,2,3370.86078564,2023-12-01
2021-03,M1,2,3349.02430297,2023-12-01
2021-04,M1,2,3350.48970177,2023-12-01
2021-05,M1,2,3407.55785673,2023-12-01
2021-06,M1,2,3398.3464683,2023-12-01
2021-07,M1,2,3403.17658187,2023-12-01
2021-08,M1,2,3393.66100952,2023-12-01
2021-09,M1,2,3427.42929288,2023-12-01
2021-10,M1,2,3405.53796643,2023-12-01
2021-11,M1,2,3461.42036617,2023-12-01
2021-12,M1,2,3475.93288577,2023-12-01
2022-01,M1,2,3500.66245972,2023-12-01
2022-02,M1,2,3555.78893016,2023-12-01
2022-03,M1,2,3570.93177242,2023-12-01
2022-04,M1,2,3603.24133424,2023-12-01
2022-05,M1,2,3633.71550279,2023-12-01
2022-06,M1,2,3647.56687686,2023-12-01
2022-07,M1,2,3634.59920666,2023-12-01
2022-08,M1,2,3686.88221487,2023-12-01
2022-09,M1,2,3705.47239924,2023-12-01
2022-10,M1,2,3722.39498178,2023-12-01
2022-11,M1,2,3734.3701241,2023-12-01
2022-12,M1,2,3748.28028731,2023-12-01
2023-01,M1,2,3751.85870424,2023-12-01
2023-02,M1,2,3778.69541913,2023-12-01
2023-03,M1,2,3822.78645849,2023-12-01
2023-04,M1,2,3843.07731252,2023-12-01
2023-05,M1,2,3860.29368542,2023-12-01
2023-06,M1,2,3863.22691044,2023-12-01
2023-07,M1,2,3841.15273466,2023-12-01
2023-08,M1,2,3829.43963992,2023-12-01
2023-09,M1,2,3840.77821601,2023-12-01
2023-10,M1,2,3866.98454832,2023-12-01
2019-01,M1,1,5525.46587312,2023-12-01
2019-02,M1,1,5490.69017827,2023-12-01
2019-03,M1,1,5523.2241672,2023-12-01
2019-04,M1,1,5502.60045642,2023-12-01
2019-05,M1,1,5539.35226482,2023-12-01
2019-06,M1,1,5540.14012427,2023-12-01
2019-07,M1,1,5545.02566644,2023-12-01
2019-08,M1,1,5543.57354919,2023-12-01
2019-09,M1,1,5561.07407522,2023-12-01
2019-10,M1,1,5538.62962003,2023-12-01
2019-11,M1,1,5534.59742077,2023-12-01
2019-12,M1,1,5501.48042757,2023-12-01
2020-01,M1,1,5545.7355625,2023-12-01
2020-02,M1,1,5541.82766062,2023-12-01
2020-03,M1,1,5537.87633073,2023-12-01
2020-04,M1,1,5410.01132223,2023-12-01
2020-05,M1,1,5348.42676085,2023-12-01
2020-06,M1,1,5327.98596019,2023-12-01
2020-07,M1,1,5345.58909315,2023-12-01
2020-08,M1,1,5367.83432262,2023-12-01
2020-09,M1,1,5338.6490490100005,2023-12-01
2020-10,M1,1,5424.63766082,2023-12-01
2020-11,M1,1,5453.04097076,2023-12-01
2020-12,M1,1,5445.69626762,2023-12-01
2021-01,M1,1,5482.06971509,2023-12-01
2021-02,M1,1,5486.7233028,2023-12-01
2021-03,M1,1,5483.86462319,2023-12-01
2021-04,M1,1,5507.00462621,2023-12-01
2021-05,M1,1,5526.63864139,2023-12-01
2021-06,M1,1,5573.57160923,2023-12-01
2021-07,M1,1,5591.89601514,2023-12-01
2021-08,M1,1,5549.59002632,2023-12-01
2021-09,M1,1,5560.36009835,2023-12-01
2021-10,M1,1,5535.13286122,2023-12-01
2021-11,M1,1,5610.91837467,2023-12-01
2021-12,M1,1,5649.89059881,2023-12-01
2022-01,M1,1,5651.99548912,2023-12-01
2022-02,M1,1,5704.30995776,2023-12-01
2022-03,M1,1,5716.10472246,2023-12-01
2022-04,M1,1,5772.67812014,2023-12-01
2022-05,M1,1,5805.96314596,2023-12-01
2022-06,M1,1,5832.50735171,2023-12-01
2022-07,M1,1,5815.11677701,2023-12-01
2022-08,M1,1,5842.84955062,2023-12-01
2022-09,M1,1,5865.21561144,2023-12-01
2022-10,M1,1,5890.28434773,2023-12-01
2022-11,M1,1,5903.22750364,2023-12-01
2022-12,M1,1,5918.548996,2023-12-01
2023-01,M1,1,5890.68723692,2023-12-01
2023-02,M1,1,5937.68503915,2023-12-01
2023-03,M1,1,5981.56075799,2023-12-01
2023-04,M1,1,5925.98899681,2023-12-01
2023-05,M1,1,5967.61524745,2023-12-01
2023-06,M1,1,5994.54234275,2023-12-01
2023-07,M1,1,5995.02550714,2023-12-01
2023-08,M1,1,6018.01915178,2023-12-01
2023-09,M1,1,5970.16143711,2023-12-01
2023-10,M1,1,5960.98497024,2023-12-01
2019-01,M1,3,8748.40164048,2023-12-01
2019-02,M1,3,8724.85430784,2023-12-01
2019-03,M1,3,8776.58733714,2023-12-01
2019-04,M1,3,8772.16323295,2023-12-01
2019-05,M1,3,8765.96057212,2023-12-01
2019-06,M1,3,8780.65802924,2023-12-01
2019-07,M1,3,8834.44714717,2023-12-01
2019-08,M1,3,8828.31487919,2023-12-01
2019-09,M1,3,8870.72900807,2023-12-01
2019-10,M1,3,8848.76126581,2023-12-01
2019-11,M1,3,8845.94166244,2023-12-01
2019-12,M1,3,8840.54041697,2023-12-01
2020-01,M1,3,8891.84948755,2023-12-01
2020-02,M1,3,8868.94617742,2023-12-01
2020-03,M1,3,8861.84589774,2023-12-01
2020-04,M1,3,8629.57814352,2023-12-01
2020-05,M1,3,8515.58564299,2023-12-01
2020-06,M1,3,8486.83567483,2023-12-01
2020-07,M1,3,8541.23877634,2023-12-01
2020-08,M1,3,8579.79781503,2023-12-01
2020-09,M1,3,8552.00039692,2023-12-01
2020-10,M1,3,8634.74006437,2023-12-01
2020-11,M1,3,8706.04649585,2023-12-01
2020-12,M1,3,8732.49820428,2023-12-01
2021-01,M1,3,8796.44755694,2023-12-01
2021-02,M1,3,8857.58408844,2023-12-01
2021-03,M1,3,8832.88892616,2023-12-01
2021-04,M1,3,8857.49432798,2023-12-01
2021-05,M1,3,8934.19649812,2023-12-01
2021-06,M1,3,8971.91807752,2023-12-01
2021-07,M1,3,8995.07259702,2023-12-01
2021-08,M1,3,8943.25103585,2023-12-01
2021-09,M1,3,8987.78939123,2023-12-01
2021-10,M1,3,8940.67082765,2023-12-01
2021-11,M1,3,9072.33874085,2023-12-01
2021-12,M1,3,9125.82348458,2023-12-01
2022-01,M1,3,9152.65794884,2023-12-01
2022-02,M1,3,9260.09888792,2023-12-01
2022-03,M1,3,9287.03649488,2023-12-01
2022-04,M1,3,9375.91945438,2023-12-01
2022-05,M1,3,9439.67864874,2023-12-01
2022-06,M1,3,9480.07422857,2023-12-01
2022-07,M1,3,9449.71598368,2023-12-01
2022-08,M1,3,9529.73176549,2023-12-01
2022-09,M1,3,9570.68801068,2023-12-01
2022-10,M1,3,9612.67932951,2023-12-01
2022-11,M1,3,9637.59762774,2023-12-01
2022-12,M1,3,9666.82928331,2023-12-01
2023-01,M1,3,9642.54594116,2023-12-01
2023-02,M1,3,9716.38045828,2023-12-01
2023-03,M1,3,9804.34721648,2023-12-01
2023-04,M1,3,9769.06630933,2023-12-01
2023-05,M1,3,9827.90893287,2023-12-01
2023-06,M1,3,9857.7692532,2023-12-01
2023-07,M1,3,9836.1782418,2023-12-01
2023-08,M1,3,9847.4587917,2023-12-01
2023-09,M1,3,9810.93965311,2023-12-01
2023-10,M1,3,9827.96951855,2023-12-01
2019-01,M2,1,1250.36608487,2023-12-01
2019-02,M2,1,1262.90729382,2023-12-01
2019-03,M2,1,1255.17457158,2023-12-01
2019-04,M2,1,1274.52383994,2023-12-01
2019-05,M2,1,1291.92896747,2023-12-01
2019-06,M2,1,1285.50095454,2023-12-01
2019-07,M2,1,1292.46542276,2023-12-01
2019-08,M2,1,1301.53061964,2023-12-01
2019-09,M2,1,1281.78326583,2023-12-01
2019-10,M2,1,1272.60189683,2023-12-01
2019-11,M2,1,1293.62793591,2023-12-01
2019-12,M2,1,1334.84534959,2023-12-01
2020-01,M2,1,1288.02198586,2023-12-01
2020-02,M2,1,1301.95358766,2023-12-01
2020-03,M2,1,1307.89458303,2023-12-01
2020-04,M2,1,1165.00488098,2023-12-01
2020-05,M2,1,1107.28763442,2023-12-01
2020-06,M2,1,1218.84737553,2023-12-01
2020-07,M2,1,1255.98571962,2023-12-01
2020-08,M2,1,1290.06131779,2023-12-01
2020-09,M2,1,1299.17278448,2023-12-01
2020-10,M2,1,1316.14163424,2023-12-01
2020-11,M2,1,1326.51655882,2023-12-01
2020-12,M2,1,1332.06694134,2023-12-01
2021-01,M2,1,1338.76771753,2023-12-01
2021-02,M2,1,1335.77800192,2023-12-01
2021-03,M2,1,1352.22847877,2023-12-01
2021-04,M2,1,1340.98600774,2023-12-01
2021-05,M2,1,1350.48770544,2023-12-01
2021-06,M2,1,1335.66464884,2023-12-01
2021-07,M2,1,1339.30766811,2023-12-01
2021-08,M2,1,1311.32897738,2023-12-01
2021-09,M2,1,1254.61482026,2023-12-01
2021-10,M2,1,1264.25429088,2023-12-01
2021-11,M2,1,1331.55760955,2023-12-01
2021-12,M2,1,1346.82296924,2023-12-01
2022-01,M2,1,1324.95213705,2023-12-01
2022-02,M2,1,1312.31186712,2023-12-01
2022-03,M2,1,1322.6967307,2023-12-01
2022-04,M2,1,1289.36105281,2023-12-01
2022-05,M2,1,1309.18633808,2023-12-01
2022-06,M2,1,1313.54227706,2023-12-01
2022-07,M2,1,1335.61059513,2023-12-01
2022-08,M2,1,1338.27984209,2023-12-01
2022-09,M2,1,1345.19729195,2023-12-01
2022-10,M2,1,1338.82821639,2023-12-01
2022-11,M2,1,1343.68898017,2023-12-01
2022-12,M2,1,1325.8347039,2023-12-01
2023-01,M2,1,1365.50700329,2023-12-01
2023-02,M2,1,1351.53615663,2023-12-01
2023-03,M2,1,1318.2177159,2023-12-01
2023-04,M2,1,1360.53993422,2023-12-01
2023-05,M2,1,1368.80537726,2023-12-01
2023-06,M2,1,1367.17641752,2023-12-01
2023-07,M2,1,1377.17038963,2023-12-01
2023-08,M2,1,1394.66968798,2023-12-01
2023-09,M2,1,1420.0901811,2023-12-01
2023-10,M2,1,1446.72763564,2023-12-01
2019-01,M2,2,2752.56577934,2023-11-01
2019-02,M2,2,2748.30181594,2023-11-01
2019-03,M2,2,2737.00965948,2023-11-01
2019-04,M2,2,2761.81558494,2023-11-01
2019-05,M2,2,2774.56077724,2023-11-01
2019-06,M2,2,2773.59294139,2023-11-01
2019-07,M2,2,2751.52376823,2023-11-01
2019-08,M2,2,2796.06241098,2023-11-01
2019-09,M2,2,2801.31284599,2023-11-01
2019-10,M2,2,2788.55285813,2023-11-01
2019-11,M2,2,2797.91067525,2023-11-01
2019-12,M2,2,2788.92680884,2023-11-01
2020-01,M2,2,2812.02344735,2023-11-01
2020-02,M2,2,2816.51207379,2023-11-01
2020-03,M2,2,2812.30493565,2023-11-01
2020-04,M2,2,2602.12425971,2023-11-01
2020-05,M2,2,2484.38771617,2023-11-01
2020-06,M2,2,2631.86959714,2023-11-01
2020-07,M2,2,2665.96921764,2023-11-01
